Fecha,Año,Mes,Persona,Vendedor,SKU,Nombre Producto,Comentarios Producto,Cantidad_ventas,Precio,% Descuento,Descuento,IVA Vigente,Subtotal IVA mayor a 0%,IVA,Total,Saldo,Retenciones,Estado,Dias vencimiento,Fecha Vencimiento,Cantidad_inv,PVP,Costo Adquisición Unitario,Costo Adquisición,Modelo producto
2025-07-28,2025,7,Centro Quirúrgico Norte,Lucía Méndez,IMP-ER-375,Implante de Seno Ergonómico 375cc,"Grado médico, esterilizado Gamma",10,1888.2,0.15,2832.3,0.15,16049.7,2407.45,18457.15,18457.15,323.0,Pendiente,45,2025-09-11,8,1888.2,847.87,8478.7,Ergonómico
2023-03-06,2023,3,MedGroup SA,Carlos Ruiz,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",7,1333.1,0.0,0.0,0.15,9331.7,1399.76,10731.46,10731.46,0.0,Anulado,30,2023-04-05,37,1333.1,481.82,3372.74,Anatómico
2025-12-02,2025,12,MedGroup SA,Elena Gómez,IMP-RE-450,Implante de Seno Redondo Low Profile 450cc,"Grado médico, esterilizado Gamma",10,1683.13,0.0,0.0,0.15,16831.3,2524.69,19355.99,0.0,0.0,Pagado,42,2026-01-13,122,1683.13,704.79,7047.9,Redondo Low Profile
2024-07-14,2024,7,Dr. Juan Pérez,Sofia Vega,IMP-RE-450,Implante de Seno Redondo Low Profile 450cc,"Grado médico, esterilizado Gamma",7,2126.63,0.1,1488.64,0.15,13397.77,2009.67,15407.44,0.0,0.0,Pagado,52,2024-09-04,124,2126.63,800.83,5605.81,Redondo Low Profile
2025-09-22,2025,9,Estética Integral,Sofia Vega,IMP-RE-250,Implante de Seno Redondo High Profile 250cc,"Grado médico, esterilizado Gamma",8,2368.85,0.1,1895.08,0.15,17055.72,2558.36,19614.08,0.0,343.25,Pagado,47,2025-11-08,34,2368.85,831.57,6652.56,Redondo High Profile
2025-02-12,2025,2,Dr. Juan Pérez,Elena Gómez,IMP-RE-400,Implante de Seno Redondo High Profile 400cc,"Grado médico, esterilizado Gamma",4,1839.22,0.0,0.0,0.15,7356.88,1103.53,8460.41,0.0,0.0,Pagado,41,2025-03-25,16,1839.22,744.15,2976.6,Redondo High Profile
2025-11-13,2025,11,Centro Quirúrgico Norte,Elena Gómez,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",8,2053.76,0.05,821.5,0.15,15608.58,2341.29,17949.87,0.0,314.12,Pagado,36,2025-12-19,85,2053.76,786.17,6289.36,Redondo High Profile
2023-05-04,2023,5,Clínica Santa Inés,Lucía Méndez,IMP-ER-250,Implante de Seno Ergonómico 250cc,"Grado médico, esterilizado Gamma",11,2114.77,0.15,3489.37,0.15,19773.1,2965.96,22739.06,0.0,0.0,Pagado,15,2023-05-19,94,2114.77,837.62,9213.82,Ergonómico
2025-03-26,2025,3,Hospital del Valle,Marcos Proaño,IMP-AN-300,Implante de Seno Anatómico 300cc,"Grado médico, esterilizado Gamma",8,1556.41,0.0,0.0,0.15,12451.28,1867.69,14318.97,0.0,0.0,Pagado,29,2025-04-24,10,1556.41,706.15,5649.2,Anatómico
2025-05-01,2025,5,Centro Quirúrgico Norte,Elena Gómez,IMP-RE-375,Implante de Seno Redondo Low Profile 375cc,"Grado médico, esterilizado Gamma",1,2020.68,0.1,202.07,0.15,1818.61,272.79,2091.4,0.0,0.0,Pagado,29,2025-05-30,69,2020.68,763.36,763.36,Redondo Low Profile
2025-12-23,2025,12,Dr. Juan Pérez,Elena Gómez,IMP-AN-250,Implante de Seno Anatómico 250cc,"Grado médico, esterilizado Gamma",12,1500.62,0.0,0.0,0.15,18007.44,2701.12,20708.56,20708.56,0.0,Anulado,23,2026-01-15,22,1500.62,601.04,7212.48,Anatómico
2025-09-29,2025,9,Dr. Juan Pérez,Marcos Proaño,IMP-ER-275,Implante de Seno Ergonómico 275cc,"Grado médico, esterilizado Gamma",5,1472.67,0.0,0.0,0.15,7363.35,1104.5,8467.85,0.0,148.19,Pagado,37,2025-11-05,94,1472.67,584.22,2921.1,Ergonómico
2024-05-14,2024,5,Centro Quirúrgico Norte,Marcos Proaño,IMP-ER-450,Implante de Seno Ergonómico 450cc,"Grado médico, esterilizado Gamma",12,1291.35,0.1,1549.62,0.15,13946.58,2091.99,16038.57,16038.57,0.0,Pendiente,56,2024-07-09,6,1291.35,474.25,5691.0,Ergonómico
2024-01-25,2024,1,Hospital del Valle,Sofia Vega,IMP-ER-350,Implante de Seno Ergonómico 350cc,"Grado médico, esterilizado Gamma",11,1154.51,0.0,0.0,0.15,12699.61,1904.94,14604.55,14604.55,0.0,Pendiente,33,2024-02-27,29,1154.51,463.03,5093.33,Ergonómico
2025-08-14,2025,8,Hospital del Valle,Carlos Ruiz,IMP-ER-450,Implante de Seno Ergonómico 450cc,"Grado médico, esterilizado Gamma",11,1513.68,0.0,0.0,0.15,16650.48,2497.57,19148.05,0.0,0.0,Pagado,51,2025-10-04,84,1513.68,655.19,7207.09,Ergonómico
2023-11-19,2023,11,Hospital del Valle,Marcos Proaño,IMP-ER-400,Implante de Seno Ergonómico 400cc,"Grado médico, esterilizado Gamma",3,1696.71,0.1,509.01,0.15,4581.12,687.17,5268.29,0.0,92.2,Pagado,37,2023-12-26,146,1696.71,748.83,2246.49,Ergonómico
2023-06-29,2023,6,Hospital del Valle,Sofia Vega,IMP-ER-450,Implante de Seno Ergonómico 450cc,"Grado médico, esterilizado Gamma",4,1672.22,0.05,334.44,0.15,6354.44,953.17,7307.61,7307.61,0.0,Pendiente,49,2023-08-17,127,1672.22,642.28,2569.12,Ergonómico
2023-12-17,2023,12,Clínica Santa Inés,Marcos Proaño,IMP-ER-500,Implante de Seno Ergonómico 500cc,"Grado médico, esterilizado Gamma",5,1224.69,0.0,0.0,0.15,6123.45,918.52,7041.97,0.0,0.0,Pagado,25,2024-01-11,70,1224.69,454.25,2271.25,Ergonómico
2025-04-11,2025,4,Clínica Santa Inés,Elena Gómez,IMP-ER-300,Implante de Seno Ergonómico 300cc,"Grado médico, esterilizado Gamma",3,1658.69,0.05,248.8,0.15,4727.27,709.09,5436.36,0.0,95.14,Pagado,27,2025-05-08,79,1658.69,573.12,1719.36,Ergonómico
2024-11-04,2024,11,Dr. Juan Pérez,Lucía Méndez,IMP-RE-275,Implante de Seno Redondo Low Profile 275cc,"Grado médico, esterilizado Gamma",12,1980.83,0.0,0.0,0.15,23769.96,3565.49,27335.45,0.0,0.0,Pagado,54,2024-12-28,12,1980.83,687.51,8250.12,Redondo Low Profile
2023-03-25,2023,3,Centro Quirúrgico Norte,Lucía Méndez,IMP-ER-500,Implante de Seno Ergonómico 500cc,"Grado médico, esterilizado Gamma",11,1425.33,0.1,1567.86,0.15,14110.77,2116.62,16227.39,0.0,0.0,Pagado,38,2023-05-02,107,1425.33,498.24,5480.64,Ergonómico
2025-10-26,2025,10,Hospital del Valle,Elena Gómez,IMP-ER-300,Implante de Seno Ergonómico 300cc,"Grado médico, esterilizado Gamma",9,1390.6,0.1,1251.54,0.15,11263.86,1689.58,12953.44,12953.44,0.0,Pendiente,39,2025-12-04,136,1390.6,493.22,4438.98,Ergonómico
2024-09-04,2024,9,MedGroup SA,Marcos Proaño,IMP-RE-375,Implante de Seno Redondo High Profile 375cc,"Grado médico, esterilizado Gamma",9,1676.01,0.0,0.0,0.15,15084.09,2262.61,17346.7,0.0,303.57,Pagado,18,2024-09-22,16,1676.01,594.69,5352.21,Redondo High Profile
2025-09-07,2025,9,Clínica Santa Inés,Lucía Méndez,IMP-RE-275,Implante de Seno Redondo High Profile 275cc,"Grado médico, esterilizado Gamma",3,1682.79,0.05,252.42,0.15,4795.95,719.39,5515.34,0.0,0.0,Pagado,36,2025-10-13,49,1682.79,663.32,1989.96,Redondo High Profile
2023-03-29,2023,3,Clínica Santa Inés,Carlos Ruiz,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",3,1156.2,0.05,173.43,0.15,3295.17,494.28,3789.45,0.0,66.32,Pagado,15,2023-04-13,137,1156.2,490.3,1470.9,Redondo High Profile
2024-03-12,2024,3,MedGroup SA,Lucía Méndez,IMP-ER-275,Implante de Seno Ergonómico 275cc,"Grado médico, esterilizado Gamma",3,2111.03,0.0,0.0,0.15,6333.09,949.96,7283.05,7283.05,0.0,Pendiente,57,2024-05-08,60,2111.03,750.62,2251.86,Ergonómico
2024-12-18,2024,12,Dr. Juan Pérez,Carlos Ruiz,IMP-RE-300,Implante de Seno Redondo High Profile 300cc,"Grado médico, esterilizado Gamma",4,1733.11,0.0,0.0,0.15,6932.44,1039.87,7972.31,7972.31,0.0,Pendiente,37,2025-01-24,29,1733.11,592.4,2369.6,Redondo High Profile
2023-09-05,2023,9,Clínica Santa Inés,Lucía Méndez,IMP-AN-300,Implante de Seno Anatómico 300cc,"Grado médico, esterilizado Gamma",4,2375.17,0.0,0.0,0.15,9500.68,1425.1,10925.78,10925.78,191.2,Pendiente,58,2023-11-02,62,2375.17,847.12,3388.48,Anatómico
2024-07-31,2024,7,Clínica Santa Inés,Lucía Méndez,IMP-ER-375,Implante de Seno Ergonómico 375cc,"Grado médico, esterilizado Gamma",9,1917.24,0.1,1725.52,0.15,15529.64,2329.45,17859.09,0.0,0.0,Pagado,33,2024-09-02,35,1917.24,716.97,6452.73,Ergonómico
2023-10-27,2023,10,Estética Integral,Elena Gómez,IMP-AN-325,Implante de Seno Anatómico 325cc,"Grado médico, esterilizado Gamma",4,1371.72,0.1,548.69,0.15,4938.19,740.73,5678.92,0.0,0.0,Pagado,57,2023-12-23,26,1371.72,601.6,2406.4,Anatómico
2025-06-05,2025,6,MedGroup SA,Elena Gómez,IMP-ER-300,Implante de Seno Ergonómico 300cc,"Grado médico, esterilizado Gamma",10,1564.61,0.05,782.3,0.15,14863.8,2229.57,17093.37,17093.37,299.13,Anulado,27,2025-07-02,126,1564.61,670.29,6702.9,Ergonómico
2023-09-28,2023,9,Centro Quirúrgico Norte,Elena Gómez,IMP-RE-325,Implante de Seno Redondo Low Profile 325cc,"Grado médico, esterilizado Gamma",6,1584.12,0.0,0.0,0.15,9504.72,1425.71,10930.43,10930.43,0.0,Pendiente,26,2023-10-24,83,1584.12,564.7,3388.2,Redondo Low Profile
2023-07-21,2023,7,Dr. Juan Pérez,Sofia Vega,IMP-AN-350,Implante de Seno Anatómico 350cc,"Grado médico, esterilizado Gamma",11,1943.1,0.1,2137.41,0.15,19236.69,2885.5,22122.19,22122.19,387.14,Pendiente,47,2023-09-06,61,1943.1,705.27,7757.97,Anatómico
2024-01-20,2024,1,Centro Quirúrgico Norte,Carlos Ruiz,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",3,1413.03,0.15,635.86,0.15,3603.23,540.48,4143.71,0.0,0.0,Pagado,50,2024-03-10,107,1413.03,567.63,1702.89,Redondo High Profile
2024-10-21,2024,10,Hospital del Valle,Carlos Ruiz,IMP-AN-375,Implante de Seno Anatómico 375cc,"Grado médico, esterilizado Gamma",6,1320.13,0.05,396.04,0.15,7524.74,1128.71,8653.45,0.0,151.44,Pagado,60,2024-12-20,53,1320.13,562.25,3373.5,Anatómico
2025-08-08,2025,8,Centro Quirúrgico Norte,Lucía Méndez,IMP-RE-275,Implante de Seno Redondo Low Profile 275cc,"Grado médico, esterilizado Gamma",8,1934.1,0.15,2320.92,0.15,13151.88,1972.78,15124.66,0.0,264.68,Pagado,16,2025-08-24,36,1934.1,749.51,5996.08,Redondo Low Profile
2023-05-18,2023,5,Clínica Santa Inés,Marcos Proaño,IMP-ER-250,Implante de Seno Ergonómico 250cc,"Grado médico, esterilizado Gamma",6,2269.26,0.0,0.0,0.15,13615.56,2042.33,15657.89,0.0,0.0,Pagado,20,2023-06-07,44,2269.26,847.08,5082.48,Ergonómico
2025-11-27,2025,11,Estética Integral,Marcos Proaño,IMP-ER-375,Implante de Seno Ergonómico 375cc,"Grado médico, esterilizado Gamma",10,1415.15,0.15,2122.72,0.15,12028.78,1804.32,13833.1,0.0,0.0,Pagado,38,2026-01-04,22,1415.15,543.29,5432.9,Ergonómico
2024-01-01,2024,1,MedGroup SA,Elena Gómez,IMP-RE-500,Implante de Seno Redondo Low Profile 500cc,"Grado médico, esterilizado Gamma",7,1566.64,0.1,1096.65,0.15,9869.83,1480.47,11350.3,0.0,0.0,Pagado,31,2024-02-01,74,1566.64,529.53,3706.71,Redondo Low Profile
2023-06-21,2023,6,Estética Integral,Marcos Proaño,IMP-AN-350,Implante de Seno Anatómico 350cc,"Grado médico, esterilizado Gamma",4,1504.45,0.1,601.78,0.15,5416.02,812.4,6228.42,0.0,0.0,Pagado,17,2023-07-08,82,1504.45,515.57,2062.28,Anatómico
2024-04-12,2024,4,Centro Quirúrgico Norte,Lucía Méndez,IMP-RE-275,Implante de Seno Redondo High Profile 275cc,"Grado médico, esterilizado Gamma",4,1579.1,0.0,0.0,0.15,6316.4,947.46,7263.86,0.0,0.0,Pagado,53,2024-06-04,132,1579.1,573.63,2294.52,Redondo High Profile
2023-08-30,2023,8,Clínica Santa Inés,Elena Gómez,IMP-AN-325,Implante de Seno Anatómico 325cc,"Grado médico, esterilizado Gamma",1,2280.03,0.0,0.0,0.15,2280.03,342.0,2622.03,2622.03,0.0,Pendiente,41,2023-10-10,112,2280.03,806.26,806.26,Anatómico
2023-08-17,2023,8,Clínica Santa Inés,Carlos Ruiz,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",5,2407.27,0.0,0.0,0.15,12036.35,1805.45,13841.8,0.0,0.0,Pagado,17,2023-09-03,117,2407.27,808.82,4044.1,Redondo High Profile
2023-05-01,2023,5,MedGroup SA,Sofia Vega,IMP-ER-375,Implante de Seno Ergonómico 375cc,"Grado médico, esterilizado Gamma",1,1297.87,0.0,0.0,0.15,1297.87,194.68,1492.55,0.0,0.0,Pagado,49,2023-06-19,89,1297.87,554.05,554.05,Ergonómico
2023-04-02,2023,4,MedGroup SA,Marcos Proaño,IMP-RE-400,Implante de Seno Redondo Low Profile 400cc,"Grado médico, esterilizado Gamma",6,1538.87,0.0,0.0,0.15,9233.22,1384.98,10618.2,0.0,0.0,Pagado,40,2023-05-12,116,1538.87,532.09,3192.54,Redondo Low Profile
2023-12-31,2023,12,Centro Quirúrgico Norte,Lucía Méndez,IMP-ER-250,Implante de Seno Ergonómico 250cc,"Grado médico, esterilizado Gamma",7,1073.12,0.0,0.0,0.15,7511.84,1126.78,8638.62,0.0,0.0,Pagado,55,2024-02-24,79,1073.12,467.35,3271.45,Ergonómico
2024-11-21,2024,11,Estética Integral,Sofia Vega,IMP-RE-400,Implante de Seno Redondo Low Profile 400cc,"Grado médico, esterilizado Gamma",10,1444.09,0.15,2166.13,0.15,12274.77,1841.22,14115.99,0.0,0.0,Pagado,45,2025-01-05,84,1444.09,537.47,5374.7,Redondo Low Profile
2024-04-28,2024,4,MedGroup SA,Sofia Vega,IMP-AN-325,Implante de Seno Anatómico 325cc,"Grado médico, esterilizado Gamma",4,2215.08,0.1,886.03,0.15,7974.29,1196.14,9170.43,0.0,160.48,Pagado,17,2024-05-15,106,2215.08,780.72,3122.88,Anatómico
2023-10-21,2023,10,Clínica Santa Inés,Marcos Proaño,IMP-AN-250,Implante de Seno Anatómico 250cc,"Grado médico, esterilizado Gamma",5,1269.36,0.1,634.68,0.15,5712.12,856.82,6568.94,0.0,0.0,Pagado,60,2023-12-20,10,1269.36,508.32,2541.6,Anatómico
2024-08-30,2024,8,MedGroup SA,Marcos Proaño,IMP-RE-350,Implante de Seno Redondo Low Profile 350cc,"Grado médico, esterilizado Gamma",10,1947.96,0.1,1947.96,0.15,17531.64,2629.75,20161.39,0.0,0.0,Pagado,56,2024-10-25,34,1947.96,734.24,7342.4,Redondo Low Profile
2024-05-03,2024,5,MedGroup SA,Lucía Méndez,IMP-RE-275,Implante de Seno Redondo High Profile 275cc,"Grado médico, esterilizado Gamma",7,1769.54,0.0,0.0,0.15,12386.78,1858.02,14244.8,0.0,249.28,Pagado,24,2024-05-27,8,1769.54,789.67,5527.69,Redondo High Profile
2025-05-14,2025,5,Estética Integral,Lucía Méndez,IMP-RE-350,Implante de Seno Redondo High Profile 350cc,"Grado médico, esterilizado Gamma",1,1284.94,0.0,0.0,0.15,1284.94,192.74,1477.68,0.0,0.0,Pagado,15,2025-05-29,17,1284.94,479.02,479.02,Redondo High Profile
2025-07-09,2025,7,MedGroup SA,Elena Gómez,IMP-ER-500,Implante de Seno Ergonómico 500cc,"Grado médico, esterilizado Gamma",12,1679.53,0.1,2015.44,0.15,18138.92,2720.84,20859.76,0.0,0.0,Pagado,30,2025-08-08,29,1679.53,710.28,8523.36,Ergonómico
2024-11-20,2024,11,MedGroup SA,Marcos Proaño,IMP-AN-450,Implante de Seno Anatómico 450cc,"Grado médico, esterilizado Gamma",2,1368.67,0.15,410.6,0.15,2326.74,349.01,2675.75,0.0,46.83,Pagado,51,2025-01-10,12,1368.67,509.68,1019.36,Anatómico
2025-09-02,2025,9,Hospital del Valle,Lucía Méndez,IMP-AN-350,Implante de Seno Anatómico 350cc,"Grado médico, esterilizado Gamma",5,1542.9,0.0,0.0,0.15,7714.5,1157.17,8871.67,8871.67,0.0,Pendiente,34,2025-10-06,145,1542.9,538.75,2693.75,Anatómico
2025-09-01,2025,9,Estética Integral,Lucía Méndez,IMP-RE-450,Implante de Seno Redondo Low Profile 450cc,"Grado médico, esterilizado Gamma",7,1267.89,0.05,443.76,0.15,8431.47,1264.72,9696.19,0.0,0.0,Pagado,54,2025-10-25,120,1267.89,543.0,3801.0,Redondo Low Profile
2025-12-22,2025,12,Hospital del Valle,Marcos Proaño,IMP-ER-325,Implante de Seno Ergonómico 325cc,"Grado médico, esterilizado Gamma",3,2424.4,0.15,1090.98,0.15,6182.22,927.33,7109.55,0.0,0.0,Pagado,25,2026-01-16,55,2424.4,819.59,2458.77,Ergonómico
2025-09-11,2025,9,MedGroup SA,Sofia Vega,IMP-ER-450,Implante de Seno Ergonómico 450cc,"Grado médico, esterilizado Gamma",3,1234.46,0.1,370.34,0.15,3333.04,499.96,3833.0,3833.0,67.08,Pendiente,58,2025-11-08,97,1234.46,490.92,1472.76,Ergonómico
2023-10-25,2023,10,Centro Quirúrgico Norte,Sofia Vega,IMP-ER-300,Implante de Seno Ergonómico 300cc,"Grado médico, esterilizado Gamma",9,1392.62,0.0,0.0,0.15,12533.58,1880.04,14413.62,14413.62,0.0,Pendiente,27,2023-11-21,27,1392.62,486.44,4377.96,Ergonómico
2024-04-07,2024,4,Estética Integral,Sofia Vega,IMP-RE-375,Implante de Seno Redondo Low Profile 375cc,"Grado médico, esterilizado Gamma",4,2005.3,0.05,401.06,0.15,7620.14,1143.02,8763.16,0.0,0.0,Pagado,41,2024-05-18,37,2005.3,805.16,3220.64,Redondo Low Profile
2023-12-21,2023,12,Estética Integral,Sofia Vega,IMP-RE-250,Implante de Seno Redondo Low Profile 250cc,"Grado médico, esterilizado Gamma",12,1238.54,0.0,0.0,0.15,14862.48,2229.37,17091.85,0.0,0.0,Pagado,47,2024-02-06,128,1238.54,531.43,6377.16,Redondo Low Profile
2024-11-10,2024,11,Clínica Santa Inés,Elena Gómez,IMP-ER-325,Implante de Seno Ergonómico 325cc,"Grado médico, esterilizado Gamma",12,1356.98,0.0,0.0,0.15,16283.76,2442.56,18726.32,18726.32,0.0,Pendiente,53,2025-01-02,92,1356.98,475.67,5708.04,Ergonómico
2024-06-22,2024,6,MedGroup SA,Sofia Vega,IMP-ER-500,Implante de Seno Ergonómico 500cc,"Grado médico, esterilizado Gamma",1,1172.68,0.15,175.9,0.15,996.78,149.52,1146.3,1146.3,0.0,Pendiente,54,2024-08-15,139,1172.68,496.97,496.97,Ergonómico
2024-11-01,2024,11,Hospital del Valle,Carlos Ruiz,IMP-ER-325,Implante de Seno Ergonómico 325cc,"Grado médico, esterilizado Gamma",1,1578.36,0.05,78.92,0.15,1499.44,224.92,1724.36,0.0,0.0,Pagado,59,2024-12-30,104,1578.36,597.69,597.69,Ergonómico
2023-08-11,2023,8,Clínica Santa Inés,Lucía Méndez,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",4,1812.53,0.0,0.0,0.15,7250.12,1087.52,8337.64,0.0,0.0,Pagado,15,2023-08-26,148,1812.53,665.27,2661.08,Redondo High Profile
2023-05-05,2023,5,Hospital del Valle,Carlos Ruiz,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",1,2048.01,0.05,102.4,0.15,1945.61,291.84,2237.45,2237.45,0.0,Pendiente,25,2023-05-30,99,2048.01,790.81,790.81,Redondo High Profile
2023-05-24,2023,5,Hospital del Valle,Elena Gómez,IMP-AN-450,Implante de Seno Anatómico 450cc,"Grado médico, esterilizado Gamma",6,1080.95,0.1,648.57,0.15,5837.13,875.57,6712.7,0.0,0.0,Pagado,20,2023-06-13,49,1080.95,487.71,2926.26,Anatómico
2024-05-10,2024,5,Centro Quirúrgico Norte,Carlos Ruiz,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",6,2178.14,0.0,0.0,0.15,13068.84,1960.33,15029.17,0.0,263.01,Pagado,49,2024-06-28,53,2178.14,815.4,4892.4,Redondo High Profile
2023-03-28,2023,3,MedGroup SA,Elena Gómez,IMP-AN-250,Implante de Seno Anatómico 250cc,"Grado médico, esterilizado Gamma",11,1520.25,0.15,2508.41,0.15,14214.34,2132.15,16346.49,0.0,0.0,Pagado,18,2023-04-15,22,1520.25,618.96,6808.56,Anatómico
2023-03-21,2023,3,Dr. Juan Pérez,Sofia Vega,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",3,1331.28,0.1,399.38,0.15,3594.46,539.17,4133.63,0.0,0.0,Pagado,24,2023-04-14,31,1331.28,547.85,1643.55,Redondo High Profile
2025-07-06,2025,7,Hospital del Valle,Sofia Vega,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",11,1625.77,0.1,1788.35,0.15,16095.12,2414.27,18509.39,0.0,323.91,Pagado,39,2025-08-14,59,1625.77,710.93,7820.23,Anatómico
2023-11-17,2023,11,Centro Quirúrgico Norte,Marcos Proaño,IMP-RE-500,Implante de Seno Redondo Low Profile 500cc,"Grado médico, esterilizado Gamma",5,1731.16,0.0,0.0,0.15,8655.8,1298.37,9954.17,9954.17,174.2,Pendiente,56,2024-01-12,147,1731.16,618.11,3090.55,Redondo Low Profile
2024-03-04,2024,3,Dr. Juan Pérez,Marcos Proaño,IMP-ER-300,Implante de Seno Ergonómico 300cc,"Grado médico, esterilizado Gamma",1,1932.95,0.0,0.0,0.15,1932.95,289.94,2222.89,2222.89,38.9,Pendiente,44,2024-04-17,9,1932.95,784.45,784.45,Ergonómico
2025-10-25,2025,10,Centro Quirúrgico Norte,Carlos Ruiz,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",1,1218.38,0.05,60.92,0.15,1157.46,173.62,1331.08,1331.08,23.29,Pendiente,48,2025-12-12,64,1218.38,519.91,519.91,Redondo High Profile
2024-08-10,2024,8,Dr. Juan Pérez,Lucía Méndez,IMP-RE-500,Implante de Seno Redondo High Profile 500cc,"Grado médico, esterilizado Gamma",6,1287.63,0.0,0.0,0.15,7725.78,1158.87,8884.65,8884.65,155.48,Pendiente,33,2024-09-12,115,1287.63,525.29,3151.74,Redondo High Profile
2024-05-07,2024,5,Hospital del Valle,Lucía Méndez,IMP-RE-250,Implante de Seno Redondo High Profile 250cc,"Grado médico, esterilizado Gamma",6,1357.9,0.1,814.74,0.15,7332.66,1099.9,8432.56,0.0,147.57,Pagado,39,2024-06-15,92,1357.9,594.48,3566.88,Redondo High Profile
2023-05-15,2023,5,Centro Quirúrgico Norte,Lucía Méndez,IMP-AN-450,Implante de Seno Anatómico 450cc,"Grado médico, esterilizado Gamma",8,2025.55,0.1,1620.44,0.15,14583.96,2187.59,16771.55,0.0,293.5,Pagado,27,2023-06-11,67,2025.55,691.52,5532.16,Anatómico
2025-02-12,2025,2,Clínica Santa Inés,Lucía Méndez,IMP-RE-350,Implante de Seno Redondo Low Profile 350cc,"Grado médico, esterilizado Gamma",4,2273.21,0.0,0.0,0.15,9092.84,1363.93,10456.77,0.0,0.0,Pagado,46,2025-03-30,17,2273.21,829.45,3317.8,Redondo Low Profile
2023-08-13,2023,8,Clínica Santa Inés,Marcos Proaño,IMP-AN-250,Implante de Seno Anatómico 250cc,"Grado médico, esterilizado Gamma",2,2166.67,0.1,433.33,0.15,3900.01,585.0,4485.01,0.0,0.0,Pagado,19,2023-09-01,98,2166.67,724.57,1449.14,Anatómico
2025-03-12,2025,3,Hospital del Valle,Carlos Ruiz,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",6,2199.8,0.0,0.0,0.15,13198.8,1979.82,15178.62,0.0,0.0,Pagado,31,2025-04-12,142,2199.8,790.66,4743.96,Redondo High Profile
2025-02-06,2025,2,Hospital del Valle,Marcos Proaño,IMP-ER-275,Implante de Seno Ergonómico 275cc,"Grado médico, esterilizado Gamma",10,1624.03,0.05,812.01,0.15,15428.29,2314.24,17742.53,0.0,0.0,Pagado,47,2025-03-25,11,1624.03,658.75,6587.5,Ergonómico
2025-07-13,2025,7,Estética Integral,Sofia Vega,IMP-RE-250,Implante de Seno Redondo Low Profile 250cc,"Grado médico, esterilizado Gamma",6,1174.45,0.0,0.0,0.15,7046.7,1057.0,8103.7,0.0,141.81,Pagado,21,2025-08-03,50,1174.45,495.74,2974.44,Redondo Low Profile
2024-10-10,2024,10,Clínica Santa Inés,Carlos Ruiz,IMP-ER-500,Implante de Seno Ergonómico 500cc,"Grado médico, esterilizado Gamma",11,2140.67,0.15,3532.11,0.15,20015.26,3002.29,23017.55,0.0,402.81,Pagado,55,2024-12-04,124,2140.67,832.27,9154.97,Ergonómico
2023-10-22,2023,10,Clínica Santa Inés,Sofia Vega,IMP-RE-325,Implante de Seno Redondo High Profile 325cc,"Grado médico, esterilizado Gamma",9,1644.83,0.0,0.0,0.15,14803.47,2220.52,17023.99,0.0,297.92,Pagado,37,2023-11-28,47,1644.83,581.34,5232.06,Redondo High Profile
2025-03-15,2025,3,Clínica Santa Inés,Marcos Proaño,IMP-RE-400,Implante de Seno Redondo Low Profile 400cc,"Grado médico, esterilizado Gamma",4,1454.3,0.0,0.0,0.15,5817.2,872.58,6689.78,0.0,117.07,Pagado,24,2025-04-08,107,1454.3,556.04,2224.16,Redondo Low Profile
2024-08-31,2024,8,Centro Quirúrgico Norte,Elena Gómez,IMP-ER-400,Implante de Seno Ergonómico 400cc,"Grado médico, esterilizado Gamma",10,1479.91,0.1,1479.91,0.15,13319.19,1997.88,15317.07,0.0,0.0,Pagado,52,2024-10-22,113,1479.91,592.3,5923.0,Ergonómico
2023-06-07,2023,6,MedGroup SA,Elena Gómez,IMP-AN-275,Implante de Seno Anatómico 275cc,"Grado médico, esterilizado Gamma",6,1816.53,0.15,1634.88,0.15,9264.3,1389.64,10653.94,0.0,0.0,Pagado,36,2023-07-13,97,1816.53,621.14,3726.84,Anatómico
2023-08-21,2023,8,Hospital del Valle,Marcos Proaño,IMP-RE-275,Implante de Seno Redondo Low Profile 275cc,"Grado médico, esterilizado Gamma",3,1121.72,0.0,0.0,0.15,3365.16,504.77,3869.93,3869.93,67.72,Pendiente,37,2023-09-27,97,1121.72,457.97,1373.91,Redondo Low Profile
